title,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,has_finance_data,profit,ROI,ROI_capped,financial_status
Flypaper,"Germany, United States of America",2011-08-19,2011,6.4,"Mystery, Comedy, Crime",en,9.907,758.0,6.4,5000000.0,3142154.0,Has Finance Data,-1857846.0,-0.3715692,-0.3715692,Unprofitable
Passion Play,United States of America,2011-01-10,2011,4.8,"Drama, Romance, Fantasy, Horror",en,9.749,112.0,4.8,8000000.0,25603.0,Has Finance Data,-7974397.0,-0.996799625,-0.996799625,Unprofitable
The Conspirator,United States of America,2011-04-15,2011,6.5,"Crime, Drama, History",en,9.591,453.0,6.5,25000000.0,15478800.0,Has Finance Data,-9521200.0,-0.380848,-0.380848,Unprofitable
Flying Swords of Dragon Gate,"China, Hong Kong",2011-12-15,2011,6.3,"Action, Adventure, Drama",zh,9.574,212.0,6.3,35000000.0,127709.0,Has Finance Data,-34872291.0,-0.9963511714285714,-0.9963511714285714,Unprofitable
5 Days of War,United States of America,2011-06-06,2011,5.621,"War, Drama",en,9.553,194.0,5.621,20000000.0,87793.0,Has Finance Data,-19912207.0,-0.99561035,-0.99561035,Unprofitable
Fast Five,United States of America,2011-04-20,2011,7.242,"Action, Thriller, Crime",en,9.524,8304.0,7.242,125000000.0,626100000.0,Has Finance Data,501100000.0,4.0088,4.0088,Highly Profitable
Madea's Big Happy Family,United States of America,2011-04-22,2011,6.7,"Comedy, Drama",en,9.417,141.0,6.7,25000000.0,54161287.0,Has Finance Data,29161287.0,1.16645148,1.16645148,Highly Profitable
Another Happy Day,"Australia, United States of America",2011-11-18,2011,5.6,"Comedy, Drama",en,9.323,113.0,5.6,4000000.0,355688.0,Has Finance Data,-3644312.0,-0.911078,-0.911078,Unprofitable
Warriors of the Rainbow: Seediq Bale - Part 2: The Rainbow Bridge,"Hong Kong, Netherlands, Taiwan, United States of America",2011-09-30,2011,8.1,"Action, Drama, History",zh,9.281,81.0,8.1,25000000.0,29000000.0,Has Finance Data,4000000.0,0.16,0.16,Low Profit
Top Cat: The Movie,"Argentina, Mexico, United Kingdom",2011-09-16,2011,5.9,"Animation, Family, Comedy",es,9.275,80.0,5.9,6000000.0,16611575.0,Has Finance Data,10611575.0,1.7685958333333334,1.7685958333333334,Highly Profitable
Snow Flower and the Secret Fan,China,2011-07-15,2011,6.1,"Drama, History",en,9.237,91.0,6.1,134005.0,1332231.0,Has Finance Data,1198226.0,8.941651430916757,8.941651430916757,Highly Profitable
Win Win,United States of America,2011-03-18,2011,6.828,"Drama, Comedy",en,9.222,504.0,6.828,10831173.0,10654385.0,Has Finance Data,-176788.0,-0.016322147194952938,-0.016322147194952938,Unprofitable
The Inbetweeners Movie,"Spain, United Kingdom, United States of America",2011-08-19,2011,6.2,Comedy,en,8.97,918.0,6.2,4500000.0,88823111.0,Has Finance Data,84323111.0,18.73846911111111,10.81959755187499,Highly Profitable
"Love, Wedding, Marriage",United States of America,2011-06-03,2011,5.2,"Comedy, Romance",en,8.962,194.0,5.2,13000000.0,51917.0,Has Finance Data,-12948083.0,-0.9960063846153846,-0.9960063846153846,Unprofitable
Creature,United States of America,2011-09-09,2011,5.316,Horror,en,8.957,98.0,5.316,3000000.0,533235.0,Has Finance Data,-2466765.0,-0.822255,-0.822255,Unprofitable
Singham,India,2011-07-22,2011,6.507,"Drama, Action, Crime",hi,8.848,152.0,6.507,4800000.0,30000000.0,Has Finance Data,25200000.0,5.25,5.25,Highly Profitable
Atlas Shrugged: Part I,United States of America,2011-04-14,2011,5.4,"Drama, Thriller, Science Fiction, Mystery",en,8.846,199.0,5.4,20000000.0,4627375.0,Has Finance Data,-15372625.0,-0.76863125,-0.76863125,Unprofitable
Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,"Hong Kong, Netherlands, Taiwan, United States of America",2011-09-09,2011,7.3,"Drama, Action, History",zh,8.831,102.0,7.3,25000000.0,29000000.0,Has Finance Data,4000000.0,0.16,0.16,Low Profit
Judy Moody and the Not Bummer Summer,United States of America,2011-06-10,2011,6.1,"Comedy, Family",en,8.828,88.0,6.1,20000000.0,14166853.0,Has Finance Data,-5833147.0,-0.29165735,-0.29165735,Unprofitable
Hobo with a Shotgun,Canada,2011-05-06,2011,5.9,"Crime, Action, Thriller",en,8.729,630.0,5.9,3000000.0,748453.0,Has Finance Data,-2251547.0,-0.7505156666666667,-0.7505156666666667,Unprofitable
Margaret,United States of America,2011-09-30,2011,6.4,Drama,en,8.713,298.0,6.4,14000000.0,46495.0,Has Finance Data,-13953505.0,-0.9966789285714286,-0.9966789285714286,Unprofitable
Sidewalls,"Argentina, Germany, Spain",2011-06-01,2011,7.5,"Drama, Romance",es,8.621,297.0,7.5,11000000.0,2140.0,Has Finance Data,-10997860.0,-0.9998054545454546,-0.9998054545454546,Unprofitable
African Cats,United States of America,2011-04-21,2011,7.351,"Documentary, Adventure",en,8.595,235.0,7.351,5000000.0,30857747.0,Has Finance Data,25857747.0,5.1715494,5.1715494,Highly Profitable
I Don't Know How She Does It,United States of America,2011-09-16,2011,5.2,"Romance, Comedy",en,8.57,395.0,5.2,24000000.0,31410151.0,Has Finance Data,7410151.0,0.3087562916666667,0.3087562916666667,Low Profit
The Music Never Stopped,United States of America,2011-03-18,2011,7.2,Drama,en,8.564,161.0,7.2,4000000.0,253899.0,Has Finance Data,-3746101.0,-0.93652525,-0.93652525,Unprofitable
William & Kate,Unknown,2011-04-18,2011,5.53,"Drama, Romance, TV Movie",en,8.523,118.0,5.53,20.0,15.0,Has Finance Data,-5.0,-0.25,-0.25,Unprofitable
3-D Sex and Zen: Extreme Ecstasy,Hong Kong,2011-04-14,2011,5.5,"History, Romance, Drama",cn,8.477,178.0,5.5,3500000.0,10306807.0,Has Finance Data,6806807.0,1.944802,1.944802,Highly Profitable
Twixt,United States of America,2011-09-10,2011,5.1,"Mystery, Fantasy, Horror",en,8.412,294.0,5.1,7000000.0,647839.0,Has Finance Data,-6352161.0,-0.9074515714285715,-0.9074515714285715,Unprofitable
Dylan Dog: Dead of Night,United States of America,2011-03-16,2011,4.7,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller, Fantasy",en,8.272,502.0,4.7,20000000.0,4634062.0,Has Finance Data,-15365938.0,-0.7682969,-0.7682969,Unprofitable
Pina,"France, Germany, United Kingdom, United States of America",2011-02-24,2011,7.425,Documentary,de,8.07,247.0,7.425,4317946.0,14624826.0,Has Finance Data,10306880.0,2.386986775656759,2.386986775656759,Highly Profitable
Snowtown,Australia,2011-05-19,2011,6.3,"Crime, Drama",en,7.958,308.0,6.3,2000000.0,1349387.0,Has Finance Data,-650613.0,-0.3253065,-0.3253065,Unprofitable
Glee: The Concert Movie,United States of America,2011-08-11,2011,7.3,"Music, Documentary, Family",en,7.857,268.0,7.3,9000000.0,18700000.0,Has Finance Data,9700000.0,1.0777777777777777,1.0777777777777777,Highly Profitable
Twilight Portrait,Russia,2011-11-10,2011,6.3,Drama,ru,7.797,50.0,6.3,20000.0,154098.0,Has Finance Data,134098.0,6.7049,6.7049,Highly Profitable
Your Sister's Sister,United States of America,2011-09-11,2011,6.5,Comedy,en,7.728,336.0,6.5,125000.0,3242802.0,Has Finance Data,3117802.0,24.942416,10.81959755187499,Highly Profitable
In the Land of Blood and Honey,"United Kingdom, United States of America",2011-12-22,2011,5.8,"Drama, Romance, War",en,7.685,149.0,5.8,10000000.0,303877.0,Has Finance Data,-9696123.0,-0.9696123,-0.9696123,Unprofitable
Overheard 2,"China, Hong Kong",2011-08-18,2011,6.5,"Action, Crime, Thriller",cn,7.645,76.0,6.5,8000000.0,4040142.0,Has Finance Data,-3959858.0,-0.49498225,-0.49498225,Unprofitable
Prom,United States of America,2011-04-29,2011,6.112,"Comedy, Romance",en,7.638,454.0,6.112,8000000.0,10130000.0,Has Finance Data,2130000.0,0.26625,0.26625,Low Profit
Black Gold,"France, Italy, Qatar, Tunisia",2011-12-21,2011,6.5,"Adventure, Drama",en,7.63,282.0,6.5,40000000.0,5446000.0,Has Finance Data,-34554000.0,-0.86385,-0.86385,Unprofitable
A Better Life,United States of America,2011-06-24,2011,7.2,Drama,en,7.603,230.0,7.2,10000000.0,1800000.0,Has Finance Data,-8200000.0,-0.82,-0.82,Unprofitable
Box Office 3D: The Filmest of Films,"Bulgaria, Italy",2011-09-09,2011,2.804,Comedy,it,7.598,240.0,2.804,5000000.0,2777000.0,Has Finance Data,-2223000.0,-0.4446,-0.4446,Unprofitable
Silent House,"France, United States of America",2011-01-21,2011,5.4,"Horror, Mystery, Drama",en,7.594,407.0,5.4,2000000.0,13101672.0,Has Finance Data,11101672.0,5.550836,5.550836,Highly Profitable
Kokowääh,Germany,2011-02-03,2011,6.3,Comedy,de,7.567,276.0,6.3,5650000.0,43000000.0,Has Finance Data,37350000.0,6.610619469026549,6.610619469026549,Highly Profitable
17 Girls,France,2011-06-13,2011,5.5,Drama,fr,7.491,315.0,5.5,4141459.0,201607.0,Has Finance Data,-3939852.0,-0.9513198126553951,-0.9513198126553951,Unprofitable
Alps,"Canada, France, Greece, United States of America",2011-09-01,2011,6.3,Drama,el,7.373,312.0,6.3,97000.0,15292.0,Has Finance Data,-81708.0,-0.8423505154639175,-0.8423505154639175,Unprofitable
Le Havre,"Finland, France, Germany",2011-09-08,2011,7.0,"Drama, Comedy",fr,7.365,433.0,7.0,3850000.0,4230854.0,Has Finance Data,380854.0,0.09892311688311688,0.09892311688311688,Low Profit
Cat Run,United States of America,2011-04-01,2011,5.331,"Action, Comedy, Thriller",en,7.209,148.0,5.331,25000000.0,65708.0,Has Finance Data,-24934292.0,-0.99737168,-0.99737168,Unprofitable
Lovely Molly,"United States of America, Germany",2011-09-14,2011,5.1,"Horror, Thriller",en,7.169,230.0,5.1,1000000.0,18463.0,Has Finance Data,-981537.0,-0.981537,-0.981537,Unprofitable
Restless,United States of America,2011-09-16,2011,6.515,"Drama, Romance",en,7.147,408.0,6.515,8000000.0,2500000.0,Has Finance Data,-5500000.0,-0.6875,-0.6875,Unprofitable
Violet & Daisy,United States of America,2011-09-15,2011,6.1,"Thriller, Crime, Drama, Action, Comedy",en,7.11,261.0,6.1,8000000.0,108139.0,Has Finance Data,-7891861.0,-0.986482625,-0.986482625,Unprofitable
Where Do We Go Now?,"Egypt, France, Italy, Lebanon, Qatar",2011-09-14,2011,7.5,"Drama, Comedy",ar,6.981,197.0,7.5,6700000.0,21000000.0,Has Finance Data,14300000.0,2.1343283582089554,2.1343283582089554,Highly Profitable
Tom Sawyer,"France, Germany, Romania",2011-11-17,2011,5.9,"Adventure, Family",de,6.853,48.0,5.9,8500000.0,2963639.0,Has Finance Data,-5536361.0,-0.6513365882352942,-0.6513365882352942,Unprofitable
A Few Best Men,"Australia, United Kingdom",2011-10-14,2011,5.7,Comedy,en,6.851,432.0,5.7,14400000.0,15500000.0,Has Finance Data,1100000.0,0.0763888888888889,0.0763888888888889,Low Profit
The Monk,"Spain, France",2011-07-12,2011,5.4,Thriller,fr,6.81,105.0,5.4,11000000.0,1809527.0,Has Finance Data,-9190473.0,-0.8354975454545455,-0.8354975454545455,Unprofitable
Boris: The Film,Italy,2011-04-01,2011,6.928,Comedy,it,6.766,601.0,6.928,3347850.0,1248748.0,Has Finance Data,-2099102.0,-0.6270000149349583,-0.6270000149349583,Unprofitable
L!fe Happens,"Canada, United States of America",2011-06-18,2011,5.5,"Comedy, Drama, Romance",en,6.667,145.0,5.5,930000.0,30905.0,Has Finance Data,-899095.0,-0.9667688172043011,-0.9667688172043011,Unprofitable
The Dirty Picture,India,2011-12-02,2011,6.3,"Comedy, Drama",hi,6.18,80.0,6.3,2600000.0,17000000.0,Has Finance Data,14400000.0,5.538461538461538,5.538461538461538,Highly Profitable
Delhi Belly,India,2011-07-01,2011,7.1,"Action, Comedy",hi,6.17,186.0,7.1,4090000.0,18035000.0,Has Finance Data,13945000.0,3.4095354523227384,3.4095354523227384,Highly Profitable
Salvation Boulevard,United States of America,2011-07-15,2011,5.3,"Comedy, Thriller, Action, Drama",en,6.162,77.0,5.3,5500000.0,89182.0,Has Finance Data,-5410818.0,-0.9837850909090909,-0.9837850909090909,Unprofitable
Edwin Boyd: Citizen Gangster,"Canada, Mexico",2011-09-10,2011,5.5,"Crime, Drama, History",en,6.111,57.0,5.5,5000000.0,625.0,Has Finance Data,-4999375.0,-0.999875,-0.999875,Unprofitable
Beloved,"Czech Republic, France, United Kingdom",2011-08-17,2011,6.2,"Drama, Romance, Music",fr,5.982,75.0,6.2,8978040.0,77348.0,Has Finance Data,-8900692.0,-0.9913847565838424,-0.9913847565838424,Unprofitable
Mere Brother Ki Dulhan,India,2011-09-09,2011,5.9,"Drama, Comedy, Romance",hi,5.971,69.0,5.9,5510000.0,18050000.0,Has Finance Data,12540000.0,2.2758620689655173,2.2758620689655173,Highly Profitable
Bellflower,United States of America,2011-04-16,2011,5.93,"Action, Drama, Romance",en,5.84,151.0,5.93,17000.0,101236.0,Has Finance Data,84236.0,4.955058823529412,4.955058823529412,Highly Profitable
Lessons of a Dream,Germany,2011-02-24,2011,7.0,Drama,de,5.833,116.0,7.0,6700000.0,1373312.0,Has Finance Data,-5326688.0,-0.7950280597014925,-0.7950280597014925,Unprofitable
Mankatha,India,2011-08-31,2011,6.7,"Action, Thriller",ta,5.815,68.0,6.7,6100000.0,28000000.0,Has Finance Data,21900000.0,3.5901639344262297,3.5901639344262297,Highly Profitable
Titeuf,"France, Switzerland",2011-04-06,2011,5.8,"Animation, Comedy, Drama, Romance",fr,5.676,139.0,5.8,15000000.0,13970489.0,Has Finance Data,-1029511.0,-0.06863406666666666,-0.06863406666666666,Unprofitable
My Friends: Act IV – How It All Began,Italy,2011-03-16,2011,4.1,Comedy,it,5.651,93.0,4.1,15000000.0,3333050.0,Has Finance Data,-11666950.0,-0.7777966666666667,-0.7777966666666667,Unprofitable
Life in a Day,"South Korea, United Kingdom",2011-01-27,2011,7.2,"Documentary, Drama",en,5.609,231.0,7.2,45202.0,225861.0,Has Finance Data,180659.0,3.996703685677625,3.996703685677625,Highly Profitable
Bully,United States of America,2011-04-23,2011,7.2,"Documentary, Drama",en,5.58,158.0,7.2,1100000.0,3483795.0,Has Finance Data,2383795.0,2.1670863636363635,2.1670863636363635,Highly Profitable
Trap.com,Brazil,2011-07-08,2011,5.0,"Comedy, Romance",pt,5.569,143.0,5.0,1483515.0,7586448.0,Has Finance Data,6102933.0,4.113833024944136,4.113833024944136,Highly Profitable
Pyaar Ka Punchnama,India,2011-05-20,2011,6.8,"Drama, Comedy, Romance",hi,5.56,86.0,6.8,1400000.0,7200000.0,Has Finance Data,5800000.0,4.142857142857143,4.142857142857143,Highly Profitable
Louis C.K.: Live at the Beacon Theater,United States of America,2011-12-10,2011,7.829,"Comedy, TV Movie",en,5.489,231.0,7.829,250000.0,1000000.0,Has Finance Data,750000.0,3.0,3.0,Highly Profitable
The Worst Week of My Life,Italy,2011-10-27,2011,6.1,Comedy,it,5.466,446.0,6.1,11000000.0,12935800.0,Has Finance Data,1935800.0,0.17598181818181818,0.17598181818181818,Low Profit
Lan Kwai Fong,Hong Kong,2011-09-15,2011,4.2,Drama,cn,5.413,17.0,4.2,577450.0,1154901.0,Has Finance Data,577451.0,1.0000017317516667,1.0000017317516667,Highly Profitable
The Kick,"Hong Kong, South Korea, Thailand",2011-11-03,2011,5.2,"Comedy, Action",ko,5.385,39.0,5.2,3500000.0,517069.0,Has Finance Data,-2982931.0,-0.852266,-0.852266,Unprofitable
Friends: Naki on Monster Island,Japan,2011-12-17,2011,7.1,"Animation, Comedy, Family",ja,5.369,27.0,7.1,1490000.0,378187.0,Has Finance Data,-1111813.0,-0.7461832214765101,-0.7461832214765101,Unprofitable
October Baby,United States of America,2011-10-30,2011,6.3,Drama,en,5.34,114.0,6.3,1000000.0,5396618.0,Has Finance Data,4396618.0,4.396618,4.396618,Highly Profitable
The King of Pigs,South Korea,2011-11-03,2011,6.2,"Animation, Thriller, Drama, Crime",ko,5.328,73.0,6.2,130000.0,13.0,Has Finance Data,-129987.0,-0.9999,-0.9999,Unprofitable
Late Autumn,"China, United States of America, South Korea, Hong Kong",2011-02-17,2011,6.9,"Drama, Romance",ko,5.316,64.0,6.9,6200000.0,4820000.0,Has Finance Data,-1380000.0,-0.22258064516129034,-0.22258064516129034,Unprofitable
Ready,India,2011-06-03,2011,5.0,"Action, Comedy",hi,5.177,92.0,5.0,5800000.0,27000000.0,Has Finance Data,21200000.0,3.6551724137931036,3.6551724137931036,Highly Profitable
Pariah,United States of America,2011-12-27,2011,6.9,Drama,en,4.978,151.0,6.9,500000.0,769552.0,Has Finance Data,269552.0,0.539104,0.539104,Low Profit
What a Beautiful Day,Italy,2011-01-05,2011,6.532,Comedy,it,4.869,1504.0,6.532,6000000.0,43500000.0,Has Finance Data,37500000.0,6.25,6.25,Highly Profitable
The Last Man on Earth,Italy,2011-09-09,2011,5.6,"Drama, Science Fiction",it,4.836,40.0,5.6,2300000.0,159846.0,Has Finance Data,-2140154.0,-0.9305017391304348,-0.9305017391304348,Unprofitable
Tanu Weds Manu,India,2011-02-25,2011,6.816,"Comedy, Romance, Drama",hi,4.569,95.0,6.816,400000.0,252000.0,Has Finance Data,-148000.0,-0.37,-0.37,Unprofitable
The Importance of Tying Your Own Shoes,Sweden,2011-03-18,2011,6.4,"Drama, Comedy",sv,4.565,32.0,6.4,950000.0,5012245.0,Has Finance Data,4062245.0,4.276047368421053,4.276047368421053,Highly Profitable
23:59,"Malaysia, Singapore",2011-11-03,2011,4.8,Horror,zh,4.523,45.0,4.8,600000.0,1208479.0,Has Finance Data,608479.0,1.0141316666666667,1.0141316666666667,Highly Profitable
The Avengers,United States of America,2012-04-25,2012,7.73,"Science Fiction, Action, Adventure",en,186.111,31285.0,7.73,220000000.0,1518815515.0,Has Finance Data,1298815515.0,5.903706886363636,5.903706886363636,Highly Profitable
The Twilight Saga: Breaking Dawn - Part 2,United States of America,2012-11-13,2012,6.461,"Adventure, Fantasy, Drama, Romance",en,97.238,8967.0,6.461,120000000.0,829747654.0,Has Finance Data,709747654.0,5.9145637833333335,5.9145637833333335,Highly Profitable
The Hobbit: An Unexpected Journey,"New Zealand, United States of America",2012-12-12,2012,7.357,"Adventure, Fantasy, Action",en,88.877,18623.0,7.357,250000000.0,1021103568.0,Has Finance Data,771103568.0,3.084414272,3.084414272,Highly Profitable
Ice Age: Continental Drift,United States of America,2012-06-27,2012,6.38,"Animation, Comedy, Adventure, Family",en,81.518,7660.0,6.38,95000000.0,877244782.0,Has Finance Data,782244782.0,8.2341556,8.2341556,Highly Profitable
The Lorax,"United States of America, Japan",2012-03-01,2012,6.5,"Animation, Family",en,80.563,3604.0,6.5,70000000.0,349305397.0,Has Finance Data,279305397.0,3.9900771,3.9900771,Highly Profitable
The Amazing Spider-Man,United States of America,2012-06-23,2012,6.7,"Action, Adventure, Science Fiction",en,77.777,17552.0,6.7,215000000.0,757930663.0,Has Finance Data,542930663.0,2.525258897674419,2.525258897674419,Highly Profitable
The Dark Knight Rises,"United Kingdom, United States of America",2012-07-17,2012,7.8,"Action, Crime, Drama, Thriller",en,72.208,23005.0,7.8,250000000.0,1081041287.0,Has Finance Data,831041287.0,3.324165148,3.324165148,Highly Profitable
Jack Reacher,United States of America,2012-12-20,2012,6.64,"Crime, Drama, Thriller, Action",en,71.769,7100.0,6.64,60000000.0,218300000.0,Has Finance Data,158300000.0,2.638333333333333,2.638333333333333,Highly Profitable
Brave,United States of America,2012-06-21,2012,7.02,"Animation, Adventure, Comedy, Family, Action, Fantasy",en,67.249,13501.0,7.02,185000000.0,539000000.0,Has Finance Data,354000000.0,1.9135135135135135,1.9135135135135135,Highly Profitable
Madagascar 3: Europe's Most Wanted,United States of America,2012-06-06,2012,6.6,"Animation, Family, Comedy, Adventure",en,64.922,6210.0,6.6,145000000.0,746921274.0,Has Finance Data,601921274.0,4.1511812,4.1511812,Highly Profitable
